Domian;Phylum;Class;Order;Family;Genus;Species;MP288;MP289;MP290;MP291;MP292;MP293;MP294;MP295;MP296;MP297;MP298;MP299;MP300;MP301;MP302;MP303;MP304;MP305;MP306;MP307;total
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;;0;0;0;0;444;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;545
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_vadinHA17;Bacteroidetes_vadinHA17;uncultured_Alkaliflexus;70;46;0;43;46;0;0;0;0;0;47;0;113;93;0;57;0;0;0;0;515
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;;0;0;0;0;475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;;;;0;19;126;0;10;33;0;0;0;0;7;19;0;81;0;172;0;0;0;0;467
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;;;21;0;0;47;52;229;0;63;0;41;0;0;0;0;0;0;0;0;0;0;453
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_melaninogenica;0;0;0;0;443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_BD2-2;Bacteroidetes_BD2-2;uncultured_prokaryote;43;38;0;25;73;0;0;0;0;90;0;0;0;155;0;0;0;0;0;0;424
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;AKYH767;uncultured_bacterium;73;14;0;0;0;0;0;0;19;0;0;0;79;170;0;0;0;0;0;50;405
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;;0;113;0;45;0;0;24;0;14;75;13;0;117;0;0;0;0;0;0;0;401
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;;0;0;0;0;0;0;0;0;0;0;0;0;76;0;162;0;0;0;161;0;399
Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;Kapabacteriales;Kapabacteriales;uncultured_bacterium;53;0;0;0;0;88;0;0;210;0;0;0;0;0;0;0;0;0;0;43;394
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_nanceiensis;0;0;0;0;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium_qiangtangense;0;0;0;0;0;0;23;0;0;89;0;0;0;57;173;0;0;0;0;0;342
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;;;0;0;0;25;0;0;33;0;11;0;0;0;0;0;0;0;135;0;137;0;341
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;uncultured;uncultured_delta;23;0;0;69;0;0;0;0;32;0;0;115;0;98;0;0;0;0;0;0;337
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;Spirosoma_sp.;49;0;58;0;62;0;0;0;41;29;0;0;0;0;0;95;0;0;0;0;334
Bacteria;Bacteroidota;SJA-28;SJA-28;SJA-28;SJA-28;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;0;132;324
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium_ardleyense;57;36;101;25;0;0;0;0;72;0;0;0;0;29;0;0;0;0;0;0;320
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;KD1-131;KD1-131;uncultured_bacterium;0;39;0;56;0;0;0;149;0;0;0;0;72;0;0;0;0;0;0;0;316
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_veroralis;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_BD2-2;Bacteroidetes_BD2-2;uncultured_Prolixibacter;18;0;0;73;0;0;0;52;0;0;105;0;0;54;0;0;0;0;5;0;307
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Blvii28_wastewater-sludge_group;uncultured_Bacteroidetes;0;78;0;139;0;0;80;0;7;0;0;0;0;0;0;0;0;0;0;0;304
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Blvii28_wastewater-sludge_group;;0;47;17;0;16;59;0;0;0;0;0;127;0;0;0;0;27;0;0;0;293
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Ornithobacterium;Moheibacter_sp.;20;20;0;35;0;0;0;0;0;105;0;0;56;49;0;0;0;0;0;0;285
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_pallens;0;0;0;0;285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;;0;0;0;0;0;0;0;0;0;0;0;0;53;0;223;0;0;0;0;0;276
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;uncultured;uncultured_Bacteroidales;0;0;0;49;0;0;0;105;0;0;0;0;0;0;0;0;115;0;0;0;269
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium_segetis;123;88;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;263
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga_gingivalis;0;0;0;0;170;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;252
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;uncultured_Ferruginibacter;0;98;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;65;247
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;F0058;Bacteroidetes_oral;0;0;0;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;uncultured_Bacteroidetes;0;0;0;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;;0;0;0;0;0;0;0;0;0;0;246;0;0;0;0;0;0;0;0;0;246
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Moheibacter;;0;0;0;0;0;0;0;0;0;0;0;0;53;193;0;0;0;0;0;0;246
Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;Kapabacteriales;Kapabacteriales;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;0;34;243
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;0;0;0;95;0;0;0;0;0;145;0;0;0;0;0;0;0;0;0;0;240
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;uncultured;;0;0;0;26;32;0;19;0;0;0;39;0;0;0;101;0;0;0;0;9;226
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;225
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;uncultured;;14;0;0;49;0;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;221
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;BSV13;uncultured_Prolixibacter;26;48;0;18;0;0;0;0;0;0;0;126;0;0;0;0;0;0;0;0;218
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Lacihabitans;;11;0;0;0;86;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;208
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;;;;19;91;0;63;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;12;208
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;;0;0;0;0;0;0;0;0;65;0;0;0;70;72;0;0;0;0;0;0;207
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;uncultured_bacterium;0;0;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tamlana;Mariniflexile_ostreae;0;115;0;39;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;;0;0;118;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;190
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_BD2-2;Bacteroidetes_BD2-2;;57;58;0;53;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;185
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;0;0;17;181
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;;;0;0;0;69;0;0;0;0;26;0;0;0;75;0;0;0;0;0;0;0;170
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;;;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;;;0;0;0;0;0;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;165
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium_anatoliense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;0;0;0;0;0;155
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;154
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;F0058;;0;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;0;153
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;;0;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;uncultured;uncultured_Chitinophagaceae;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;141
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_Bacteroidales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;0;0;0;141
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea;;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;98;0;0;0;0;140
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;uncultured;;8;0;0;17;48;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;140
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;uncultured_bacterium;0;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;uncultured_Prevotella;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Siphonobacter;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;138
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Huanghella;Huanghella_arctica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;136
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group;metagenome;0;0;0;0;29;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;136
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium;0;0;0;21;0;0;0;0;0;0;0;0;80;32;0;0;0;0;0;0;133
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;[Cytophaga]_xylanolytica_group;uncultured_prokaryote;0;0;0;61;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;132
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Blvii28_wastewater-sludge_group;uncultured_bacterium;29;19;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;;0;0;0;0;0;0;0;67;0;0;0;0;0;62;0;0;0;0;0;0;129
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;metagenome;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;128
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parafilimonas;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;125
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;BSV13;uncultured_bacterium;0;0;0;113;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;125
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_vadinHA17;Bacteroidetes_vadinHA17;uncultured_bacterium;47;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;123
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter_nivis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;122
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Bergeyella;uncultured_bacterium;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122
Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;Kapabacteriales;Kapabacteriales;uncultured_Chlorobiales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;40;121
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter_alluvionis;39;0;0;26;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;120
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Persicitalea;Persicitalea_jodogahamensis;0;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;0;0;111
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Fibrella;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;13;111
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;WCHB1-32;uncultured_bacterium;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Sporocytophaga;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;108
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gillisia;;46;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas_catoniae;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;F1-37X2;uncultured_bacterium;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;89
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Membranicola;;32;29;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter_lapidarius;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;87
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;AKYH767;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;49;87
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Membranicola;uncultured_Bacteroidetes;0;18;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;;;13;0;0;0;42;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;86
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_buccae;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella;;0;37;0;22;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;81
Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;uncultured_bacterium;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;12;14;80
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;uncultured_soil;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;76
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;uncultured_bacterium;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_timonensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;74
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella_forsythia;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea;uncultured_Sphingobacteriales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;65
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;64
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;LiUU-11-161;LiUU-11-161;metagenome;42;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;61
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;60
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_marshii;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Haoranjiania;uncultured_bacterium;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;60
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;LiUU-11-161;LiUU-11-161;uncultured_bacterium;19;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium;;27;0;0;0;0;0;13;0;20;0;0;0;0;0;0;0;0;0;0;0;60
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;;18;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;59
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;metagenome;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;uncultured_bacterium;25;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rs-E47_termite_group;GWE2-42-42;Bacteroidetes_bacterium;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;uncultured;;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;53
Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;;;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_nigrescens;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Bernardetiaceae;Bernardetia;Bernardetia_litoralis;0;0;0;21;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;36
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;;;;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;35
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;metagenome;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium_weaverense;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12_marine_group;NS11-12_marine_group;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;uncultured;uncultured;uncultured_bacterium;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12_marine_group;NS11-12_marine_group;uncultured_Cytophagales;13;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;26
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;AKYH767;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;24
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;uncultured_Bacteroidales;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;24
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_graminisolvens;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;23
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS_17;env.OPS_17;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;37-13;37-13;metagenome;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;21
Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermaceae;uncultured_bacterium;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;21
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga_leadbetteri;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;SB-5;uncultured_bacterium;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;FFCH9454;FFCH9454;metagenome;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;18
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;unidentified;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS_17;env.OPS_17;uncultured_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella;uncultured_bacterium;0;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;15
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12_marine_group;NS11-12_marine_group;uncultured_Sphingobacterium;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Runella;;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;15
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;uncultured_Devosia;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;11
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia;;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;M2PB4-65_termite_group;M2PB4-65_termite_group;metagenome;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Roseimarinus;uncultured_bacterium;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;SB-5;uncultured_Bacteroidetes;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6
