Domian;Phylum;Class;Order;Family;Genus;Species;MP288;MP289;MP290;MP291;MP292;MP293;MP294;MP295;MP296;MP297;MP298;MP299;MP300;MP301;MP302;MP303;MP304;MP305;MP306;MP307;total
Archaea;Halobacterota;Halobacteria;Halobacterales;Halococcaceae;Halalkalicoccus;uncultured_archaeon;383;0;0;80;45;0;1521;329;0;181;0;63;0;27;0;0;0;36;0;0;2665
Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;;;0;0;0;0;0;0;45;54;0;0;0;0;0;0;0;0;0;0;0;0;99
Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanosphaerula;uncultured_Methanosphaerula;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;bacterium_LY17;90;33;61;0;137;0;0;96;200;65;47;0;20;64;95;85;0;0;82;0;1075
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;uncultured_bacterium;17;22;23;22;0;0;37;114;64;51;32;0;0;0;0;0;0;162;0;11;555
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;Abditibacterium_utsteinense;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;78
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;uncultured_endolithic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;76
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;uncultured_soil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;53
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;uncultured_Carnobacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;;0;0;104;76;89;0;0;0;0;0;172;0;0;0;0;23;0;0;113;5489;6066
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);uncultured;;289;122;0;225;252;620;167;182;806;268;211;168;273;153;151;0;0;0;420;0;4307
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;;0;0;0;0;0;0;0;0;0;0;0;102;0;0;342;18;0;0;177;2553;3192
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;;0;0;0;0;0;0;25;0;0;0;94;0;0;0;0;160;0;0;0;941;1220
Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;uncultured_Desulfovirga;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;232;0;907;1163
Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;Acidobacteria_bacterium;43;70;99;51;86;246;0;0;0;0;95;0;0;0;0;0;390;35;0;0;1115
Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;128;0;74;723;1011
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;;6;0;0;128;0;0;31;0;44;141;0;0;0;0;0;153;0;0;85;402;990
Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;194;0;595;876
Bacteria;Acidobacteriota;Blastocatellia;nov/24;nov/24;nov/24;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;0;0;432;802
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;332;0;0;147;108;769
Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;uncultured_bacterium;0;0;0;0;0;0;0;0;0;198;0;0;0;0;0;0;0;0;0;556;754
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;681;718
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;693;693
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;;;0;0;0;0;0;0;0;0;0;206;0;0;19;0;0;0;0;0;0;387;612
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;uncultured;;0;0;0;0;0;0;0;0;0;129;110;0;0;0;0;0;0;0;0;349;588
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;uncultured;uncultured;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;390;0;0;21;531
Bacteria;Acidobacteriota;Acidobacteriae;;;;;10;0;0;98;0;0;0;66;0;0;0;0;65;0;0;0;0;0;83;70;392
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Acidipila;;0;0;0;0;0;0;0;0;0;120;0;0;0;0;259;0;0;0;0;0;379
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Granulicella;;0;0;0;0;0;0;0;0;120;0;136;0;97;24;0;0;0;0;0;0;377
Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;Subgroup_2;Subgroup_2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;0;0;0;341
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;92;0;0;0;0;335
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Occallatibacter;;0;0;0;0;0;0;0;0;86;0;0;0;46;0;0;0;0;0;151;0;283
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Granulicella;uncultured_actinobacterium;0;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;258
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured_Acidobacteriaceae;18;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;215
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);;;0;0;0;0;0;0;0;0;35;57;0;0;0;0;0;0;0;113;0;0;205
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;Acidobacteria_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;0;0;0;0;203
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus_Koribacter;;0;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;177
Bacteria;Acidobacteriota;Blastocatellia;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;174
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;171
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidobacteriae;Paludibaculum;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;27;150
Bacteria;Acidobacteriota;Subgroup_11;Subgroup_11;Subgroup_11;Subgroup_11;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;131
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;93
Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;Subgroup_17;Subgroup_17;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;18;92
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidobacteriae;Paludibaculum;metagenome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;91
Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;Subgroup_17;Subgroup_17;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;79
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured_Holophaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;73
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);uncultured;uncultured_forest;17;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;65
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;56
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1);Edaphobacter;;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56
Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;;;11;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
Bacteria;Acidobacteriota;Subgroup_22;Subgroup_22;Subgroup_22;Subgroup_22;;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47
Bacteria;Acidobacteriota;Blastocatellia;DS-100;DS-100;DS-100;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;45
Bacteria;Acidobacteriota;Acidobacteriae;Elev-16S-1166;Elev-16S-1166;Elev-16S-1166;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;41
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured_prokaryote;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;38
Bacteria;Acidobacteriota;Subgroup_5;Subgroup_5;Subgroup_5;Subgroup_5;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;35
Bacteria;Acidobacteriota;Subgroup_22;Subgroup_22;Subgroup_22;Subgroup_22;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;31
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;uncultured_proteobacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23
Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;Aminicenantales;Aminicenantales;;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
Bacteria;Acidobacteriota;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidobacteriae;Paludibaculum;;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
Bacteria;Acidobacteriota;Blastocatellia;nov/24;nov/24;nov/24;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella;uncultured_organism;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;;;7273;5307;4718;7225;5976;5143;1535;3809;12835;7169;3541;4382;4020;4933;3836;4701;842;2098;3469;466;93278
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;;;;4444;5326;3724;5376;3937;3665;2291;3057;3069;2411;1947;5628;2858;2555;2668;1377;1363;1551;4153;87;61487
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;;1002;1332;1667;1981;850;878;192;1050;234;864;356;996;1058;773;2205;2749;882;290;1496;1416;22271
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;;1308;883;527;1191;1568;1902;290;256;2805;1114;1141;1058;595;802;960;792;567;0;1132;0;18891
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;;1049;653;476;520;1102;1686;371;1179;1672;1031;985;677;527;1063;663;468;759;838;396;30;16145
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;;888;986;1044;1560;792;793;83;816;500;1610;236;894;910;828;793;752;326;676;853;0;15340
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;;1428;909;822;971;737;529;308;609;2320;1592;616;689;826;440;489;1158;301;157;293;0;15194
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;;857;1239;507;782;542;1009;306;912;603;1077;1206;708;634;689;765;311;242;842;716;0;13947
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriales_Incertae_Sedis;Tomitella;;316;982;921;1298;901;848;339;658;132;641;294;717;531;870;277;642;769;363;506;42;12047
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;;;576;693;1303;686;595;569;247;298;1501;820;80;946;464;534;665;1254;0;114;249;0;11594
Bacteria;Actinobacteriota;Actinobacteria;;;;;915;216;401;421;966;1018;1410;502;870;550;2123;187;407;107;173;44;611;273;150;129;11473
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia;;623;527;1089;1085;525;738;99;555;288;746;245;510;694;730;143;431;430;406;241;737;10842
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;;196;91;530;275;269;0;87;162;0;503;183;342;336;344;655;1455;899;330;242;1050;7949
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;uncultured;;298;53;75;81;129;873;10;0;415;658;472;71;239;335;629;0;0;415;95;2777;7625
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;;527;211;172;426;292;404;107;466;963;438;0;834;361;384;513;599;139;583;136;0;7555
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Candidatus_Microthrix;;521;477;415;589;488;540;34;373;155;581;192;295;427;639;0;252;151;143;431;0;6703
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;;0;0;664;0;69;25;0;382;0;69;397;132;53;0;300;232;349;0;0;3182;5854
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;;;;304;287;1147;382;306;178;21;134;417;204;380;0;428;112;65;397;90;365;318;214;5749
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;67-14;;11;0;575;0;68;0;0;105;24;170;804;140;0;50;139;188;294;0;0;2779;5347
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;;;370;362;118;239;303;393;0;351;85;481;87;73;317;152;293;129;529;0;148;327;4757
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;uncultured;metagenome;405;643;216;465;303;664;115;0;150;238;153;321;126;360;551;0;0;0;0;0;4710
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;;41;122;324;254;246;152;0;0;0;607;609;200;383;410;337;204;213;238;335;18;4693
Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;IMCC26256;IMCC26256;;144;0;0;62;106;116;22;440;142;257;25;0;326;255;0;457;688;95;140;1355;4630
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;;220;333;271;197;298;568;152;191;109;41;453;282;195;413;270;303;0;0;289;0;4585
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;uncultured;uncultured;;0;51;0;67;47;0;0;59;6;0;2641;159;49;0;0;0;1208;0;0;0;4287
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;;;458;0;68;0;250;0;880;0;0;0;1851;158;51;0;0;0;317;83;0;0;4116
Bacteria;Actinobacteriota;Acidimicrobiia;;;;;92;163;636;109;244;371;0;209;211;436;290;269;105;347;0;131;47;0;144;0;3804
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium;;304;414;214;416;349;0;103;301;132;423;329;66;0;393;0;0;128;0;0;0;3572
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;;0;0;297;123;122;0;58;166;310;364;0;0;0;142;169;415;944;217;85;0;3412
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Yaniella;;100;340;129;44;327;446;0;175;0;139;0;265;98;415;173;191;257;0;198;0;3297
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;;205;0;0;35;164;76;605;263;0;148;375;211;327;240;445;0;0;0;105;0;3199
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;;227;41;33;238;0;0;0;0;301;160;112;384;78;134;0;0;0;0;308;834;2850
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;129;0;0;114;0;0;1000;100;0;0;845;0;0;0;108;44;90;0;68;0;2498
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;;;73;111;293;85;0;121;297;75;0;115;614;63;0;57;0;64;295;99;0;0;2362
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Allobranchiibius;;159;197;56;125;79;0;0;91;583;0;90;217;216;45;0;176;0;125;103;0;2262
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Jiangella;;264;0;0;0;0;0;549;119;0;75;706;0;0;0;0;0;456;0;0;0;2169
Bacteria;Actinobacteriota;Acidimicrobiia;uncultured;uncultured;uncultured;;55;31;121;49;0;432;0;169;492;42;239;310;0;93;0;0;0;116;0;0;2149
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;;0;0;159;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;1825;2106
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;;51;0;0;37;153;0;0;48;63;0;0;0;62;0;116;505;0;198;69;744;2046
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;;;;0;0;72;0;160;146;0;0;297;0;234;128;149;0;0;146;324;0;0;380;2036
Bacteria;Actinobacteriota;MB-A2-108;MB-A2-108;MB-A2-108;MB-A2-108;uncultured_bacterium;0;0;0;0;54;0;0;0;0;66;554;0;45;0;0;0;0;49;0;1267;2035
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;uncultured;;0;0;193;0;0;0;0;0;0;0;0;0;108;0;0;0;154;0;0;1506;1961
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;Rhodococcus_sp.;68;138;148;108;63;0;0;0;233;69;0;134;111;0;134;513;0;223;0;0;1942
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;uncultured_bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336;482;154;0;0;919;1891
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Garicola;;428;0;0;152;0;0;1089;71;0;29;0;0;66;0;0;0;0;0;0;0;1835
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Solirubrobacterales_bacterium;68;91;171;80;0;185;0;0;30;31;168;155;84;209;257;81;0;0;129;0;1739
Bacteria;Actinobacteriota;Actinobacteria;Euzebyales;Euzebyaceae;uncultured;uncultured_bacterium;59;0;0;0;0;0;172;0;0;0;1184;0;0;0;0;0;307;0;0;0;1722
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;;177;0;145;170;98;218;0;73;233;293;0;0;0;158;122;0;0;0;0;0;1687
Bacteria;Actinobacteriota;Actinobacteria;PeM15;PeM15;PeM15;uncultured_soil;159;261;100;309;89;247;0;22;0;58;0;0;66;44;0;0;0;0;215;0;1570
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;;0;0;0;0;1287;0;0;0;0;0;0;143;51;31;0;0;0;0;0;0;1512
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;;;;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;1445;1508
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;;;0;45;21;39;0;0;0;143;0;0;241;0;139;0;0;66;177;0;0;613;1484
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;uncultured;uncultured;;0;0;594;0;0;0;149;115;0;0;0;0;0;0;97;179;0;0;0;318;1452
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;;;;0;0;241;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;1065;1432
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;67-14;Solirubrobacterales_bacterium;64;78;0;22;60;0;182;19;0;94;0;320;50;275;0;186;0;0;0;0;1350
Bacteria;Actinobacteriota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptoraceae;uncultured_bacterium;101;0;0;35;37;0;519;0;0;0;384;0;0;120;15;0;130;0;0;0;1341
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;77;0;0;142;203;0;553;106;0;105;0;0;0;79;0;0;0;0;0;0;1265
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured;;0;0;94;0;0;0;0;191;0;107;0;0;0;0;206;0;0;0;0;628;1226
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Crossiella;;141;88;0;302;258;0;0;230;0;0;0;0;0;125;0;0;0;0;0;0;1144
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;uncultured_bacterium;0;0;0;0;0;0;0;51;0;36;0;0;0;0;0;0;47;0;0;925;1059
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia;;120;60;0;0;35;139;0;0;0;0;146;221;0;107;136;0;0;0;0;0;964
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;;;0;0;0;0;0;0;0;0;0;0;620;0;0;0;0;0;317;0;0;0;937
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;uncultured_bacterium;26;0;137;0;72;0;0;0;0;95;0;0;93;0;224;0;230;0;0;0;877
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Antricoccus;uncultured_soil;110;87;0;0;0;0;0;195;0;0;0;0;125;0;0;0;0;349;0;0;866
Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;;;0;139;119;127;0;0;0;0;0;0;0;200;0;0;104;0;0;120;54;0;863
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Allosalinactinospora;Allosalinactinospora_lopnorensis;0;0;0;0;0;0;0;0;0;0;362;111;0;0;0;0;330;42;0;0;845
Bacteria;Actinobacteriota;Actinobacteria;Glycomycetales;Glycomycetaceae;Glycomyces;;128;0;0;56;0;0;258;141;0;0;57;0;0;94;0;0;0;0;79;0;813
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;;0;52;0;81;0;0;0;0;0;75;87;0;39;65;0;190;204;0;0;0;793
Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera;;97;0;0;95;99;0;0;0;0;0;0;0;73;0;0;393;0;0;0;0;757
Bacteria;Actinobacteriota;Acidimicrobiia;uncultured;uncultured;uncultured;uncultured_Actinomycetales;110;44;0;0;205;0;0;0;184;0;0;0;36;90;0;0;0;0;70;0;739
Bacteria;Actinobacteriota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;;;123;0;0;66;0;0;434;96;0;0;0;0;0;0;0;0;0;0;0;0;719
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;;0;51;0;109;0;0;0;0;86;0;0;0;44;0;96;135;54;124;0;0;699
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;;;60;154;0;210;67;0;0;46;34;0;97;0;0;0;0;0;0;0;27;0;695
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium_kroppenstedtii;0;0;0;0;0;224;0;73;0;0;205;158;0;0;0;9;0;0;0;0;669
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Cryobacterium;;0;0;166;86;0;167;0;161;0;85;0;0;0;0;0;0;0;0;0;0;665
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;;0;0;0;0;0;0;95;0;0;0;195;0;0;70;0;188;0;0;0;114;662
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;uncultured;metagenome;39;80;51;41;91;0;0;0;52;87;0;0;0;22;0;0;73;0;0;75;611
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;uncultured;;58;0;0;0;0;0;0;0;306;183;0;0;0;0;0;59;0;0;0;0;606
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;;0;0;0;0;0;0;0;0;0;79;515;0;0;0;0;0;0;0;0;0;594
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Propionibacterium_humerusii;0;0;71;0;44;0;0;32;0;121;0;98;53;0;0;0;0;0;165;0;584
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;Ilumatobacter_nonamiensis;0;0;0;0;0;0;0;179;0;0;0;0;0;0;393;0;0;0;0;0;572
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;;;0;0;0;0;0;93;0;0;0;125;195;0;0;0;0;68;0;0;91;0;572
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;;0;0;0;0;521;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;561
